"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"p_0001";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"v_2889";"v_2890";"v_2891";"v_2892";"v_1752";"v_1751";"v_1749";"v_1750";"v_1747";"v_1748";"v_1753";"v_1762";"v_2937";"v_2938";"dupl1_v_69";"v_71";"v_2851";"v_2852";"v_2853";"v_2854";"v_2855";"v_2856";"v_1709";"v_1710";"v_1711";"v_1712";"v_1713";"v_1714";"v_1715";"v_1717";"v_1718";"v_1720";"v_1722";"v_1724";"v_1726";"v_1728";"v_1730";"v_1732";"v_1734";"v_1707";"v_1719";"v_2894";"v_2895";"v_2896";"v_2897";"v_2898";"v_2899";"v_2900";"v_2901";"v_2902";"v_2903";"v_2904";"v_2905";"v_2906";"v_2907";"v_2908";"v_2909";"v_2910";"v_2911";"v_2918";"v_2702";"v_2703";"v_2704";"v_2705";"v_2706";"v_2707";"v_2708";"v_2709";"v_2710";"v_2711";"v_2712";"v_2713";"v_2714";"v_2715";"v_2716";"v_2717";"v_2718";"v_2719";"v_2720";"v_2721";"v_2722";"v_2723";"v_2724";"v_2725";"v_2726";"v_2727";"v_2728";"v_2729";"v_2730";"v_2731";"v_2732";"v_2733";"v_2734";"v_2735";"v_2736";"v_2737";"v_2738";"v_2739";"v_2740";"v_2741";"v_2742";"v_2743";"v_2744";"v_2745";"v_2746";"v_2747";"v_2748";"v_2749";"v_2750";"v_2751";"v_2752";"v_2753";"v_2754";"v_2755";"v_2756";"v_2757";"v_2758";"v_2759";"v_2760";"v_2761";"v_2762";"v_2763";"v_2764";"v_2765";"v_2766";"v_2767";"v_2768";"v_2769";"v_2770";"v_2771";"v_2772";"v_2773";"v_2774";"v_2775";"v_2776";"v_2777";"v_2778";"v_2779";"v_2780";"v_2781";"v_2782";"v_2783";"v_2785";"v_2787";"v_2789";"v_2791";"v_2793";"v_2795";"v_2797";"v_2799";"v_2784";"v_2786";"v_2788";"v_2790";"v_2792";"v_2794";"v_2796";"v_2798";"v_2800";"v_2801";"v_2802";"v_2803";"v_2804";"v_2805";"v_2806";"v_2807";"v_2808";"v_2809";"v_1573";"v_1574";"v_1575";"v_2936";"v_2919";"v_1588";"v_1589";"v_1590";"v_1591";"v_1592";"v_1593";"v_1594";"v_1595";"v_2934";"v_1599";"v_1600";"v_1601";"v_1577";"v_1578";"v_1579";"v_2922";"v_2923";"v_2924";"v_2925";"v_2926";"v_2927";"v_2928";"v_2929";"v_1596";"v_1597";"v_1598";"v_1625";"v_1626";"v_1627";"v_1628";"v_1629";"v_1630";"v_1631";"v_1632";"v_1633";"v_1634";"v_1635";"v_1754";"v_2884";"v_2885";"v_2886";"v_2887";"v_1642";"v_1643";"v_1644";"v_1645";"v_1646";"v_1647";"v_2931";"v_2932";"v_2933";"v_1658";"v_1659";"v_1660";"v_1661";"v_1662";"v_1663";"v_1664";"v_1665";"v_2920";"rts7288964";"rts7288965";"rts7288966";"rts7288969";"rts7288970";"rts7288971";"rts7288972";"rts7288973";"rts7288974";"rts7288975";"rts7288976";"rts7288977";"rts7288978";"rts7288979";"rts7288980";"rts7288981";"rts7288982";"rts7288983";"rts7288986";"rts7288987";"rts7288988";"rts7288989";"rts7288990"
745;0;0;31;7288991;-77;975;"1914924";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.46";"https://norstatsurveys.com/";0;8;"8,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;1;0;-77;-77;"5fdc6e4bbf5a761ce58b4b1f28cdb7c1";1;0;1676878223;"20.02.2023 07:30";"20.02.2023 07:46";"0000-00-00 00:00:00";1;1;1;1;2;51;3;"-99";2;"-99";3;1;6;"Hauseigentum";4;8;5;4;2;2;2;5;2;3;3;6;6;4;6;6;4;6;6;6;2;2;1;3;6;6;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";1;2;2;-77;-77;3;-77;-77;4;-77;-77;-77;2;1;1;2;-77;-77;1;4;3;-77;-77;2;-77;-77;5;-77;-77;-77;1;1;5;1;-77;-77;1;1;2;-77;-77;1;-77;-77;5;-77;-77;-77;3;1;5;3;-77;-77;1;1;2;-77;-77;2;-77;-77;5;-77;-77;-77;1;1;1;2;-77;-77;5;5;5;-77;-77;5;-77;-77;5;-77;-77;-77;5;5;5;5;-77;-77;1;2;5;-77;-77;2;-77;-77;5;-77;-77;-77;1;1;5;1;-77;-77;2;2;4;2;"Ich verwehre mich nicht der Technologien, möchte aber anmerken, je mehr verschiedene Apps etc. wir verwenden, umso komplizierter wird das Leben und umso abhängiger werden wir vom Internet";0;0;0;0;1;0;0;0;0;1;5;5;1;3;1;1;3;1;3;3;1;1;5;1;1;1;3;3;5;5;2;2;4;4;3;4;4;1;2;2;1;2;2;3;1;2;2;3;4;4;4;1;1;5;4;1;2;5;2;"-99";10;41;66;71;108;174;179;182;351;357;428;457;582;588;606;639;688;768;800;853;921;972;975
746;0;0;31;7288991;-77;378;"1973983";"Mozilla/5.0 (Android 7.1.2; Mobile; rv:109.0) Gecko/110.0 Firefox/110.0";"https://norstatsurveys.com/";0;8;"8,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"d7a22cd1eb2bdab9369951e7096ea82b";1;0;1676878301;"20.02.2023 07:31";"20.02.2023 07:37";"0000-00-00 00:00:00";1;1;1;1;1;53;3;"-99";5;"-99";5;3;3;"-99";4;2;1;1;1;1;1;1;4;4;4;4;4;4;5;4;3;4;4;4;4;4;4;4;4;3;"nic";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;3;3;2;1;"Ok";1;0;1;0;0;0;0;0;0;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;"-99";9;21;48;54;68;129;137;148;157;161;177;191;200;208;217;242;266;298;311;329;346;372;378
748;0;0;31;7288991;-77;499;"61545164";"Mozilla/5.0 (Linux; Android 13; SM-A725F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36";"https://norstatsurveys.com/";0;6;"6,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"0b4e9624fc7f01f4f4f34afb75070a4c";1;0;1676878541;"20.02.2023 07:35";"20.02.2023 07:44";"0000-00-00 00:00:00";1;1;1;1;1;30;2;"-99";9;"-99";7;3;2;"-99";3;3;1;1;1;2;1;1;2;2;2;2;5;1;2;1;1;3;3;2;2;2;1;2;3;0;"-99";-77;-77;-77;-77;-77;3;-77;2;4;-77;-77;-77;-77;-77;5;-77;-77;-77;"-99";1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;4;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;"-99";1;1;1;1;0;1;1;0;0;1;5;5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;3;1;2;1;4;1;4;5;2;2;1;1;1;1;1;1;2;2;2;2;4;2;2;2;2;1;2;1;3;1;1;1;5;"-99";7;25;43;45;75;145;170;173;303;306;317;327;330;333;346;369;384;417;423;438;465;495;499
749;0;0;31;7288991;-77;902;"61165126";"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-A528B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36";"https://norstatsurveys.com/";0;6;"6,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"3c937d4f91748e208e5beeac5b0499ed";1;0;1676878596;"20.02.2023 07:36";"20.02.2023 07:51";"0000-00-00 00:00:00";1;1;1;1;1;37;2;"-99";1;"-99";8;1;6;"-99";5;4;3;2;1;1;3;3;4;6;4;3;6;6;5;6;5;4;6;5;5;2;2;5;6;6;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;1;1;4;2;"-99";0;0;0;0;0;0;0;0;1;5;5;5;5;5;2;5;5;5;3;5;3;2;5;5;5;5;3;3;5;5;1;1;1;3;1;1;1;1;1;3;2;3;3;3;3;3;3;3;5;4;5;1;3;5;5;1;1;3;1;"-99";11;26;67;71;112;218;223;228;231;235;308;359;363;368;382;429;503;620;707;775;853;897;902
750;0;0;31;7288991;-77;800;"67195729";"Mozilla/5.0 (Linux; Android 13; SM-A326B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36";"https://norstatsurveys.com/";0;6;"6,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;0;0;-77;-77;"ea3e03b204f6d1f511b41436617406a7";1;0;1676878597;"20.02.2023 07:36";"20.02.2023 07:49";"0000-00-00 00:00:00";1;1;1;1;1;30;3;"-99";1;"-99";7;3;2;"-99";1;2;2;2;1;1;3;4;2;2;2;3;6;1;6;6;6;2;3;4;3;2;6;2;2;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";1;1;1;1;-77;1;-77;-77;-77;1;1;3;1;1;-77;1;1;0;1;1;1;1;-77;1;-77;-77;-77;1;1;3;1;1;-77;1;1;0;1;1;1;1;-77;1;-77;-77;-77;1;1;3;1;2;-77;1;1;0;1;1;1;1;-77;1;-77;-77;-77;1;1;3;2;1;-77;1;1;1;3;3;3;3;-77;3;-77;-77;-77;3;3;3;3;3;-77;3;3;3;1;1;1;1;-77;1;-77;-77;-77;1;1;3;1;1;-77;1;1;0;2;3;3;2;"-99";1;0;0;0;0;0;0;0;0;1;5;5;1;1;2;1;4;1;4;2;1;1;4;2;4;3;3;3;3;4;3;4;4;2;3;3;3;1;3;3;2;3;1;2;1;1;1;1;3;3;3;1;1;1;3;1;1;4;1;"-99";12;38;72;77;111;177;184;187;334;338;375;406;409;412;423;474;520;605;651;700;762;796;800
753;0;0;31;7288991;-77;818;"61195129";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";"https://norstatsurveys.com/";0;6;"6,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;0;0;-77;-77;"008e0f695921bfb8f207a2095400d74d";1;0;1676878780;"20.02.2023 07:39";"20.02.2023 07:53";"0000-00-00 00:00:00";1;1;1;1;1;39;2;"-99";1;"-99";1;3;2;"-99";2;11;1;1;1;1;1;3;2;2;3;2;4;2;4;6;4;1;3;4;4;3;3;3;1;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;3;-77;-77;-77;-77;-77;-77;2;-77;"-99";1;2;3;1;3;2;3;-77;3;3;2;3;1;1;3;2;3;0;1;2;3;1;3;1;3;-77;4;3;1;3;1;1;3;1;3;0;2;3;2;3;5;2;3;-77;5;5;2;3;2;3;5;2;5;0;1;1;1;1;4;1;1;-77;2;1;1;2;1;1;1;1;1;0;3;3;3;3;2;2;2;-77;1;2;3;3;3;3;2;3;2;0;1;2;2;1;4;1;3;-77;3;2;1;3;1;1;2;2;2;0;1;1;2;1;"-99";1;1;1;0;1;0;0;0;0;1;4;4;1;1;1;3;1;2;1;3;1;1;3;1;2;5;2;2;3;3;3;3;4;4;1;1;2;1;3;1;1;1;1;1;1;1;2;1;2;2;2;1;1;5;4;1;1;5;1;"-99";6;21;42;46;69;162;181;185;419;424;473;489;491;494;519;551;618;673;707;755;798;814;818
754;0;0;31;7288991;-77;1644;"50864096";"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) NorstatApp/4.4.0";"https://norstatsurveys.com/";0;1;"1,5,4";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288980,7288981,7288982,7288983,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;0;0;-77;-77;"bb8498c881054c23cbd5a3985125978c";1;0;1676878839;"20.02.2023 07:40";"20.02.2023 08:08";"0000-00-00 00:00:00";1;1;1;1;2;21;4;"-99";6;"-99";2;1;6;"-99";3;4;1;3;1;4;2;2;1;2;3;4;6;1;4;1;1;3;1;4;2;2;2;4;5;0;"-99";12;-77;-77;-77;-77;4;-77;3;2;-77;5;-77;-77;-77;-77;-77;-77;-77;"-99";5;1;3;4;-77;2;2;1;1;3;2;2;3;5;2;5;4;3;1;5;5;5;-77;4;4;5;4;4;4;5;3;2;5;1;3;4;5;4;2;4;-77;5;5;2;5;5;5;5;5;5;5;5;5;3;4;4;4;2;-77;4;4;4;3;3;4;4;3;3;4;4;3;4;4;3;3;4;-77;1;2;1;1;1;2;2;2;4;2;5;4;2;1;4;4;4;-77;2;4;4;4;4;3;4;2;2;4;1;3;4;3;2;1;3;"-99";1;0;0;0;0;1;1;0;0;1;5;5;4;1;2;2;3;4;3;4;3;3;3;3;2;2;1;2;1;1;5;4;4;4;3;2;4;1;2;3;2;4;3;3;2;3;4;3;3;3;3;2;2;1;4;1;1;5;2;"-99";8;23;70;84;131;319;374;378;833;857;886;974;976;1083;1098;1157;1283;1356;1398;1494;1573;1641;1644
755;0;0;31;7288991;-77;926;"19981008";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36";"https://norstatsurveys.com/";0;7;"7,1,4";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";0;0;0;-77;-77;"a6d5f52e8c68ecda2176d478eb1fb029";1;0;1676878858;"20.02.2023 07:40";"20.02.2023 07:56";"0000-00-00 00:00:00";1;1;1;1;2;41;4;"-99";1;"-99";2;1;6;"-99";4;8;1;2;1;1;1;2;2;1;1;3;5;1;1;5;3;3;1;1;1;1;1;3;1;0;"-99";-77;2;4;-77;-77;3;6;-77;-77;-77;5;4;7;9;8;-77;8;-77;"-99";2;1;1;2;3;2;1;2;3;3;1;1;1;1;1;2;3;0;1;1;2;2;3;1;1;4;3;3;1;2;1;1;3;1;1;0;1;1;1;2;4;1;1;3;2;2;1;1;2;1;3;1;1;0;2;1;1;1;4;1;1;2;1;1;1;2;1;2;1;3;1;0;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;3;1;1;3;2;1;1;1;1;1;2;1;1;0;1;1;2;1;"-99";1;1;1;0;1;0;0;0;0;1;5;5;1;2;2;1;3;4;1;1;4;1;2;3;1;4;1;1;2;2;4;5;5;5;1;1;1;1;1;2;1;2;2;1;1;2;3;3;3;2;2;1;1;5;4;1;1;2;2;"Bug in der vorletzten Folie: Selbst wenn Hauseigentum ausgewählt ist, muss man bei der Form der Wohnung eine Auswahl treffen";6;24;53;60;80;138;196;203;411;423;473;489;516;523;552;583;636;694;730;771;817;880;926
757;0;0;31;7288991;-77;706;"42933303";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1";"https://norstatsurveys.com/";0;1;"1,5,4";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288990,7288991";1;0;0;-77;-77;"795858ec2cf7247d4f35c5d9d9373871";1;0;1676878950;"20.02.2023 07:42";"20.02.2023 07:54";"0000-00-00 00:00:00";1;1;1;1;2;29;5;"-99";1;"-99";4;3;3;"-99";2;5;1;2;4;2;3;1;4;4;6;6;3;1;6;6;1;4;6;6;4;3;4;6;4;0;"-99";-77;-77;-77;-77;-77;1;-77;-77;1;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-99";4;4;-77;-77;3;3;-77;-77;2;3;-77;-77;3;2;2;-77;3;3;1;4;-77;-77;5;1;-77;-77;4;2;-77;-77;2;1;5;-77;3;1;5;4;-77;-77;5;5;-77;-77;5;5;-77;-77;5;5;5;-77;5;5;3;3;-77;-77;5;5;-77;-77;4;5;-77;-77;3;2;2;-77;3;3;4;4;-77;-77;3;4;-77;-77;1;4;-77;-77;3;3;4;-77;4;5;1;3;-77;-77;3;2;-77;-77;2;2;-77;-77;2;1;4;-77;2;1;2;2;2;3;"-99";0;0;0;0;0;0;0;0;1;1;5;5;1;2;2;3;1;4;1;5;1;1;3;4;1;3;3;2;3;2;5;4;5;5;4;2;2;1;3;4;5;1;2;3;1;3;3;2;5;4;3;1;1;5;4;2;3;2;2;"-99";6;14;31;33;56;114;153;156;315;367;393;413;414;425;440;465;507;561;598;645;687;703;706
758;0;0;32;7288991;-77;-1;"61715181";"Mozilla/5.0 (Linux; Android 10; NEN-LX1 Build/HUAWEINEN-LX1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.4324.93 Mobile Safari/537.36 NorstatApp/4.3.14";"https://norstatsurveys.com/wix/3/p180445841493.aspx?__sid__=SH2NXA7YXgqkvoRpmUoKwx0PkxxNQBugu5cgRMpI0WFBZ00CB1xh5bUluaErfbIy0Uoovpv1pLQCUSZqYeWsnQ2";0;7;"7,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;1;0;-77;-77;"a4ef58b050a510d1d72b7002ead31488";1;0;1676879201;"20.02.2023 07:46";"20.02.2023 10:02";"0000-00-00 00:00:00";1;1;1;1;1;40;3;"-99";1;"-99";3;3;6;"Privat vermietetes Haus ";2;4;5;2;2;1;2;3;5;6;4;6;4;5;6;4;3;5;6;6;3;2;4;3;5;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;4;2;4;2;"-99";0;0;0;0;0;0;0;0;1;2;2;5;3;2;5;5;5;5;3;5;2;3;3;5;5;5;5;4;5;5;5;5;5;5;1;1;1;1;1;2;2;2;1;2;1;1;2;2;3;3;3;1;1;5;1;1;1;5;1;"-99";8;18;39;43;67;125;196;203;205;209;245;323;327;330;340;372;409;462;7850;7886;7925;8125;8129
762;0;0;32;7288991;-77;-1;"65625572";"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-A125F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36";"https://norstatsurveys.com/";0;7;"7,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288974,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;1;0;-77;-77;"bc448c52c4472dc6cb19e6eee699e806";1;0;1676879328;"20.02.2023 07:48";"20.02.2023 10:07";"0000-00-00 00:00:00";1;1;1;1;1;47;3;"-99";1;"-99";2;1;6;"Eigenes Haus";4;6;3;2;3;3;2;4;2;5;2;4;5;4;4;1;1;5;4;4;3;3;1;3;5;0;"-99";-77;-77;-77;-77;-77;-77;-77;4;3;-77;-77;-77;-77;-77;2;-77;-77;-77;"-99";2;3;2;2;3;2;2;3;3;4;3;3;2;2;2;2;4;2;1;3;2;2;4;2;3;3;2;4;3;3;2;2;1;2;3;1;2;4;3;2;3;2;3;3;3;3;3;3;2;2;3;2;3;2;2;4;2;2;3;3;2;3;2;3;3;3;3;2;1;2;3;2;2;3;3;2;3;3;2;2;2;4;3;3;3;2;2;2;3;2;2;4;3;2;3;3;3;3;2;4;3;3;2;2;2;2;3;2;2;3;3;2;"-99";1;0;0;0;0;0;1;0;0;3;3;2;2;2;2;2;3;3;2;2;3;2;3;2;3;3;3;3;4;2;3;3;4;3;2;2;3;1;1;2;1;2;2;2;2;2;2;2;3;3;3;1;1;2;3;1;1;4;2;"Fragen wurden von mir in Anbetracht dessen beantwortet, das manche Energiesparsysteme wie zb. Photovoltaikanlagen sowie vorallem deren Speicher fast unleistbar sind. Die Anschaffungskosten wiegen die Ersparnis nicht auf. Hier gewinnt nur der Energieanbieter. ";16;37;108;124;177;366;685;692;5746;5771;5797;5842;5850;5904;5928;6005;6173;6292;6462;6781;6884;7048;8302
763;0;0;31;7288991;-77;903;"66945704";"Mozilla/5.0 (Linux; Android 10; SM-A920F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5414.118 Mobile Safari/537.36 NorstatApp/4.4.0";"https://norstatsurveys.com/";0;6;"6,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;0;0;-77;-77;"2d63db91df43f663bbf182de0c92b707";1;0;1676879352;"20.02.2023 07:49";"20.02.2023 08:04";"0000-00-00 00:00:00";1;1;1;1;1;36;2;"-99";1;"-99";3;1;6;"Eigenheim ";2;5;3;2;2;2;3;3;4;1;5;5;6;1;1;5;1;6;5;6;4;4;4;5;5;0;"-99";-77;3;-77;-77;-77;5;12;-77;8;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-99";2;2;3;3;-77;2;3;5;3;-77;4;-77;3;2;2;3;4;0;2;2;4;3;-77;2;3;5;3;-77;3;-77;3;2;4;3;4;0;3;2;3;4;-77;2;3;4;4;-77;4;-77;4;3;4;3;4;0;2;2;2;2;-77;2;2;2;3;-77;2;-77;2;3;2;2;2;0;3;2;2;2;-77;2;2;1;1;-77;3;-77;3;3;2;3;3;0;1;2;2;1;-77;2;2;3;2;-77;2;-77;2;1;3;2;2;0;3;1;1;2;"-99";0;0;1;0;0;0;0;0;0;3;4;2;2;2;3;2;4;4;2;3;3;2;4;3;3;4;4;3;4;3;4;3;3;4;2;2;3;1;3;3;1;2;3;4;3;3;4;3;3;4;4;2;2;5;3;3;4;4;2;"-99";7;23;57;61;86;164;200;204;487;492;534;558;562;565;581;624;667;725;759;799;851;900;903
